name,artist,dim_1,dim_2,name_artist
RUNNING IN THE 90'S,Max Coveri,-1.9086715,7.9762588,RUNNING IN THE 90'S - Max Coveri
This Love,Maroon 5,5.276822,-1.0155915,This Love - Maroon 5
Mood Indigo,CHEEZE,4.0213633,18.151129,Mood Indigo - CHEEZE
B Cool (feat. Melanie Faye),Magroove,4.4956403,-3.5594378,B Cool (feat. Melanie Faye) - Magroove
Daylight,Joji,4.685357,-0.70730215,Daylight - Joji
I Thought About Killing You,Kanye West,-12.572092,5.2585273,I Thought About Killing You - Kanye West
Tired,beabadoobee,-2.8973389,-5.1013746,Tired - beabadoobee
Something to Nothing,Eric Reprid,-10.4270935,-1.1424851,Something to Nothing - Eric Reprid
"You, Clouds, Rain",HEIZE,3.7692988,17.35414,"You, Clouds, Rain - HEIZE"
Light in the Dark,BRIDEAR,15.331293,1.6278055,Light in the Dark - BRIDEAR
Man&Woman,My Little Lover,21.589588,3.9146006,Man&Woman - My Little Lover
留学生,Monkey Majik,21.564322,3.7978947,留学生 - Monkey Majik
地獄先生,Soutaiseiriron,12.2690735,-6.5030494,地獄先生 - Soutaiseiriron
Blue Water,Boys Age,6.2785945,-9.293446,Blue Water - Boys Age
Cash Machine,Shelley FKA DRAM,-10.41324,13.136057,Cash Machine - Shelley FKA DRAM
Won't Live Here,Daniel Caesar,3.3273828,-4.525307,Won't Live Here - Daniel Caesar
EASTSIDE,Bohan Phoenix,4.81674,12.780476,EASTSIDE - Bohan Phoenix
Broken Love,GEMINI,-3.4920554,6.2353625,Broken Love - GEMINI
What We Wanted,Newspeak,11.919935,-9.047235,What We Wanted - Newspeak
I Love You,Android52,-2.5785851,7.216568,I Love You - Android52
Mengunci Ingatan,Barasuara,0.07588448,-9.667548,Mengunci Ingatan - Barasuara
more than you know,HOAX,-1.870183,7.262751,more than you know - HOAX
The Prince,Bohan Phoenix,4.3527503,12.807512,The Prince - Bohan Phoenix
COFFEE,sasanomaly,17.515547,9.799237,COFFEE - sasanomaly
128,Tomtsu,-2.23805,5.1840653,128 - Tomtsu
Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,Farruko,-10.489424,-2.14194,Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix - Farruko
Say So - Japanese Version,Rainych,17.541464,9.845434,Say So - Japanese Version - Rainych
Deep End,Fousheé,5.89045,5.665614,Deep End - Fousheé
Whirlwind,Vira Talisa,5.769754,5.481353,Whirlwind - Vira Talisa
Toxic,Britney Spears,5.071401,-0.7586229,Toxic - Britney Spears
ごめんね東京,Misaki Iwasa,11.620252,9.69387,ごめんね東京 - Misaki Iwasa
Physical,Tokimeki Records,11.445839,5.3323917,Physical - Tokimeki Records
Pisces,RIZ LA VIE,-3.519802,-1.1755761,Pisces - RIZ LA VIE
ねむるまち,whaledontsleep,10.548538,12.828733,ねむるまち - whaledontsleep
Numb,Men I Trust,-3.5358362,-5.0595627,Numb - Men I Trust
Closer,Juliana Chahayed,-3.1386242,5.1113095,Closer - Juliana Chahayed
まばたき,Special Favorite Music,8.333252,16.130793,まばたき - Special Favorite Music
Okiru,Frasco,17.584082,9.750305,Okiru - Frasco
那誰,William So,2.0041347,10.279411,那誰 - William So
Papi Chulo,Octavian,-9.959567,-1.9014193,Papi Chulo - Octavian
My Fire,Sam Ock,-3.2425637,5.0573287,My Fire - Sam Ock
Forget Her,Verhoog,-2.3666022,5.7052493,Forget Her - Verhoog
星屑ビーナス,Aimer,14.789852,1.5975015,星屑ビーナス - Aimer
中央線,Kinokoteikoku,16.907064,-4.1464195,中央線 - Kinokoteikoku
Outside with the Cuties,Frankie Cosmos,-3.2635605,-5.6649814,Outside with the Cuties - Frankie Cosmos
Sailor Moon,lilbootycall,-13.781318,5.4714327,Sailor Moon - lilbootycall
Feelin' So Damn Fine,Park Bird,5.071182,-2.73422,Feelin' So Damn Fine - Park Bird
One and Only,Cuco,3.933637,-3.3329005,One and Only - Cuco
I Want The World To Stop,Belle and Sebastian,14.091884,-13.044242,I Want The World To Stop - Belle and Sebastian
My Love,Frills,-1.9502035,7.3525887,My Love - Frills
Like Me,pH-1,-2.0667415,20.699125,Like Me - pH-1
夜に駆ける,YOASOBI,19.249838,9.562627,夜に駆ける - YOASOBI
Woman“Wの悲劇”より,Inshow ha,9.196996,14.960052,Woman“Wの悲劇”より - Inshow ha
クロノスタシス,Kinokoteikoku,17.107935,-3.188808,クロノスタシス - Kinokoteikoku
May,Zion.T,4.3784285,17.799234,May - Zion.T
Open Letter,TEMPOREX,0.020160446,-10.357405,Open Letter - TEMPOREX
The Story of a Boy Yearning for Legendary Heroes,Dragon Guardian,16.461552,0.98062927,The Story of a Boy Yearning for Legendary Heroes - Dragon Guardian
"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)",Claude Debussy,-4.64912,3.8136544,"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif) - Claude Debussy"
Lie (LEE HAE RI Of Davichi),Mad Clown,-1.800345,14.176505,Lie (LEE HAE RI Of Davichi) - Mad Clown
Them Changes,TENDRE,11.9512205,-9.026519,Them Changes - TENDRE
Chanel,Frank Ocean,-7.1206074,0.79966116,Chanel - Frank Ocean
Welcome to You & Me,Hidetake Takayama,-3.8526387,5.5325637,Welcome to You & Me - Hidetake Takayama
The Lights Behind You,SURL,-0.87609327,16.305248,The Lights Behind You - SURL
BODY,MINO,-2.0667553,20.699055,BODY - MINO
Stay By Me (feat. ひかり),Tokimeki Records,11.944841,5.175431,Stay By Me (feat. ひかり) - Tokimeki Records
Juno,Choker,4.973593,5.3306293,Juno - Choker
時のゆらめき,Itsue,15.380593,0.8645297,時のゆらめき - Itsue
Time of Ice Cream,Brown Eyed Girls,3.93761,19.039402,Time of Ice Cream - Brown Eyed Girls
Forget Me Nots,Patrice Rushen,-2.992812,7.983757,Forget Me Nots - Patrice Rushen
The Foundations of Decay,My Chemical Romance,3.7945123,-1.15341,The Foundations of Decay - My Chemical Romance
FUN!,Shin Rizumu,18.397524,9.37728,FUN! - Shin Rizumu
A Teenage Dream,Snake City,-2.999659,6.39573,A Teenage Dream - Snake City
卒業 - Radical Hardcore Remix,FEMM,18.357056,10.717127,卒業 - Radical Hardcore Remix - FEMM
サムライハート(Some Like It Hot!!),SPYAIR,14.926641,1.1286547,サムライハート(Some Like It Hot!!) - SPYAIR
not ok,Peach Tree Rascals,4.346663,-1.1224434,not ok - Peach Tree Rascals
Feel It Still,Portugal. The Man,8.550446,-14.191893,Feel It Still - Portugal. The Man
Dancing With A Stranger (with Normani),Sam Smith,4.25715,-3.517796,Dancing With A Stranger (with Normani) - Sam Smith
Goodbye,My$tik,-13.5488615,5.7305803,Goodbye - My$tik
Provider,Frank Ocean,-7.1192985,0.80113125,Provider - Frank Ocean
deep coma,haruno,9.827154,10.104316,deep coma - haruno
Cold Cold Man,Saint Motel,14.077634,-13.029575,Cold Cold Man - Saint Motel
Mantra,Kaz Moon,-12.655687,5.393252,Mantra - Kaz Moon
ヒカリの方へ,PSYQUI,12.303334,9.12152,ヒカリの方へ - PSYQUI
走,Sweet John,-2.5664067,-4.2254243,走 - Sweet John
Danger,Especia,18.929302,9.61397,Danger - Especia
Wesley,MadBliss,-4.328686,4.0552034,Wesley - MadBliss
Inglorious (feat. Skepta),slowthai,-10.069432,-2.0194223,Inglorious (feat. Skepta) - slowthai
CALL ME BABY,EXO,3.987146,18.929302,CALL ME BABY - EXO
Too Many Girls feat. KREVA,tofubeats,18.238447,10.047717,Too Many Girls feat. KREVA - tofubeats
CATASTROPHE,warrenisyellow,4.8877597,12.683233,CATASTROPHE - warrenisyellow
Vibin' Out,FKJ,4.99162,5.3467307,Vibin' Out - FKJ
Forest,Inner Wave,6.3553686,-9.777821,Forest - Inner Wave
最果ての美,DADARAY,18.859459,10.615032,最果ての美 - DADARAY
Telenovia,Reality Club,-2.8256693,-3.6475527,Telenovia - Reality Club
Paradox,Dried Cassava,6.5171223,4.2097163,Paradox - Dried Cassava
Crash,Mila J,-3.6601572,-1.2303956,Crash - Mila J
Fangs,Matt Champion,4.4805555,-3.463024,Fangs - Matt Champion
Innocence,NoisyCell,17.230848,-2.956917,Innocence - NoisyCell
ROCKING ROAD,COOL JOKE,21.08404,3.916343,ROCKING ROAD - COOL JOKE
無盡,Supper Moment,2.2400146,9.302075,無盡 - Supper Moment
Your voice so... - Zekk's 'FULL SPEC' Remix - 2019 Remaster,PSYQUI,10.784843,9.432671,Your voice so... - Zekk's 'FULL SPEC' Remix - 2019 Remaster - PSYQUI
In The Army Now,Status Quo,9.021513,-7.7145524,In The Army Now - Status Quo
少女S,SCANDAL,14.729217,0.6197141,少女S - SCANDAL
"You're Gonna Go Far, Kid",The Offspring,11.095272,-9.545741,"You're Gonna Go Far, Kid - The Offspring"
SUGAR,BROCKHAMPTON,-10.480397,-1.3392477,SUGAR - BROCKHAMPTON
Strawberry Feels,BIGMAMA,11.784349,8.415723,Strawberry Feels - BIGMAMA
Genius Of Love,Tom Tom Club,12.108226,-3.9817994,Genius Of Love - Tom Tom Club
Rewind,Wonder Girls,4.037119,18.146954,Rewind - Wonder Girls
short kings anthem,blackbear,-3.728207,-1.4571295,short kings anthem - blackbear
homestead,slenderbodies,-0.08732198,-10.244645,homestead - slenderbodies
Carousel,Skylar Spence,-1.9425502,7.810069,Carousel - Skylar Spence
Permanent Love,evening cinema,18.392628,10.843379,Permanent Love - evening cinema
A Song About Me (And You) [feat. Postcard Boy],stupid rich kid,-3.1779296,6.9108047,A Song About Me (And You) [feat. Postcard Boy] - stupid rich kid
Sounds Fake but Ok,Camino 84,-2.0691028,8.092994,Sounds Fake but Ok - Camino 84
4hours,Laybacksound,-5.430434,14.925445,4hours - Laybacksound
畦道で,Kinokoteikoku,17.557682,-3.4207568,畦道で - Kinokoteikoku
贰叁,吴亦凡,-1.9611591,6.3647547,贰叁 - 吴亦凡
Coffee,Early Eyes,5.9633784,4.1348357,Coffee - Early Eyes
I Like It - Dillon Francis Remix,Cardi B,-3.8058786,-1.4804647,I Like It - Dillon Francis Remix - Cardi B
faded,NYK,4.871685,12.719737,faded - NYK
MarunouchiSadistic,UNCHAIN,14.76551,1.0150193,MarunouchiSadistic - UNCHAIN
Bags,Clairo,-3.3157506,-3.9083436,Bags - Clairo
Dreamz,Sara King,4.499602,-3.197888,Dreamz - Sara King
Nonsite,TEARS OF TRAGEDY,16.420532,1.0145253,Nonsite - TEARS OF TRAGEDY
サイレントマジョリティー,Seiko Oomori,15.360761,1.4578471,サイレントマジョリティー - Seiko Oomori
paradise,Marco Luka,-13.863859,5.3160663,paradise - Marco Luka
"Nineteen, Twenty",Metro-Ongen,10.572671,-0.35007825,"Nineteen, Twenty - Metro-Ongen"
Lost (feat. Muri),Lido,3.9328434,-1.8214694,Lost (feat. Muri) - Lido
1539 N. Calvert,JPEGMAFIA,-10.35012,-1.6889904,1539 N. Calvert - JPEGMAFIA
Hatsukoi,Sunny Day Service,17.501059,-3.3751426,Hatsukoi - Sunny Day Service
Autumn Breeze,JIDA,-4.209699,5.232523,Autumn Breeze - JIDA
WHO DO U LOVE?,Monsta X,4.4814115,18.267803,WHO DO U LOVE? - Monsta X
Best Friend,Cuco,4.512882,-1.0552256,Best Friend - Cuco
Shiki No Uta,Levox,-3.9564846,5.355458,Shiki No Uta - Levox
Street Of Dreams,Hazzy,-2.0017664,7.319934,Street Of Dreams - Hazzy
Screener Season,Speelburg,8.635323,-3.0383108,Screener Season - Speelburg
Kys,josh pan,-12.913637,5.6516223,Kys - josh pan
積み木くずし,江沼郁弥,11.699844,9.782402,積み木くずし - 江沼郁弥
Losing Myself,Sylo,-9.70214,-6.8514185,Losing Myself - Sylo
성충 成蟲,Kimparkchella,-5.428245,14.905211,성충 成蟲 - Kimparkchella
我知道我失去你了,Fragile Girls,-3.1550484,-5.5224423,我知道我失去你了 - Fragile Girls
Sweet Little Lies,bülow,-2.7617993,-3.8563955,Sweet Little Lies - bülow
Motherlover,The Lonely Island,-3.8030832,-1.4812601,Motherlover - The Lonely Island
Day 1 ◑,HONNE,4.843296,-2.2265575,Day 1 ◑ - HONNE
OgeulOgeul,Park Kyung,3.9685361,18.322155,OgeulOgeul - Park Kyung
PLASTIC,sakehands,-3.497612,6.8934236,PLASTIC - sakehands
劇透,Kwan Gor,1.9354119,10.297805,劇透 - Kwan Gor
Scramble Cross,S. Kiyotaka & Omega Tribe,18.703096,10.746713,Scramble Cross - S. Kiyotaka & Omega Tribe
優シイ人,LOCAL CONNECT,16.813404,-3.9886694,優シイ人 - LOCAL CONNECT
GODSPLAN,keshi,4.2786775,-1.1374592,GODSPLAN - keshi
You Lose!,Magdalena Bay,4.057303,-1.3713477,You Lose! - Magdalena Bay
woman on the hills,Isaac Dunbar,-3.0610213,-4.1001134,woman on the hills - Isaac Dunbar
I Wrote This Song to Move On,disasterology,-4.4954534,4.3482823,I Wrote This Song to Move On - disasterology
Comb My Hair,Pretty Boy Aaron,-2.4383702,6.375688,Comb My Hair - Pretty Boy Aaron
Best Friend,Rex Orange County,4.109764,-2.855031,Best Friend - Rex Orange County
do it right (feat. Aminé),REI AMI,-2.8415387,-4.3576765,do it right (feat. Aminé) - REI AMI
Oh Why,The Fur.​,-3.5052474,-4.5468206,Oh Why - The Fur.​
WHAT'S GOOD,"Tyler, The Creator",-9.931979,-1.6340306,"WHAT'S GOOD - Tyler, The Creator"
Shade,EVO+,11.232783,11.005969,Shade - EVO+
閉目入神,Ronald Cheng,1.9554516,9.765945,閉目入神 - Ronald Cheng
Love Talk,WayV,4.586935,-2.2997286,Love Talk - WayV
Marina,Foti,-4.126794,4.0889006,Marina - Foti
Pills,Joji,3.8370292,-4.5729012,Pills - Joji
Baby Please,Black Pool,4.415605,-3.6594481,Baby Please - Black Pool
I Can't Sleep,frndly.,-2.4621265,5.4197206,I Can't Sleep - frndly.
How Was It?,High Sunn,6.556878,-9.88069,How Was It? - High Sunn
Flowers,Seneca B,-3.1361892,4.9825234,Flowers - Seneca B
こんなこと騒動,ZUTOMAYO,18.469978,9.94703,こんなこと騒動 - ZUTOMAYO
But It's Better If You Do,Panic! At The Disco,8.891072,-7.387276,But It's Better If You Do - Panic! At The Disco
No Se Vive Feliz Comiendo Perdiz,Churupaca,5.7313805,5.492807,No Se Vive Feliz Comiendo Perdiz - Churupaca
red,Spangle Call Lilli Line,19.734152,-0.8887134,red - Spangle Call Lilli Line
Sweet Love,Junko Ohashi,18.08648,10.486835,Sweet Love - Junko Ohashi
My star,MAMAMOO,11.680542,5.153368,My star - MAMAMOO
Hypocrite Syndrome,majiko,16.476803,0.9715415,Hypocrite Syndrome - majiko
Cherries Jubiles 좋아하고 있어요,YUKIKA,4.040867,18.352636,Cherries Jubiles 좋아하고 있어요 - YUKIKA
SHINGASON feat. Eri Sendai,rerulili,14.636471,1.4937145,SHINGASON feat. Eri Sendai - rerulili
over u,keshi,3.9237723,-3.5152814,over u - keshi
Our Love is Great,Yerin Baek,4.214178,17.943926,Our Love is Great - Yerin Baek
"OH NO, OH YES!",Tokimeki Records,12.030959,5.2634597,"OH NO, OH YES! - Tokimeki Records"
Dollar,Electric Guest,13.980875,-12.932339,Dollar - Electric Guest
トランシーバー,Itsue,14.925509,1.4021236,トランシーバー - Itsue
Fantastic Adventure,OJ Law,6.499366,3.9253924,Fantastic Adventure - OJ Law
Call It Home,Ginger Root,5.8218303,5.331827,Call It Home - Ginger Root
狂おしいほど僕には美しい,majiko,14.734398,1.55089,狂おしいほど僕には美しい - majiko
Fall in love with you in every 4AM.,Friday Night Plans,18.378416,11.118663,Fall in love with you in every 4AM. - Friday Night Plans
Sunflower,Rex Orange County,4.418676,-2.8303137,Sunflower - Rex Orange County
Look At Me!,XXXTENTACION,-10.327234,-1.6696548,Look At Me! - XXXTENTACION
ROAMING IN MY MEMORY,GALNERYUS,11.284771,11.044537,ROAMING IN MY MEMORY - GALNERYUS
No Sleep,TEMPOREX,0.051985644,-9.831622,No Sleep - TEMPOREX
Feel,Azhr,3.8257837,-4.1886353,Feel - Azhr
Baby Powder,Jenevieve,-9.53228,-6.6698775,Baby Powder - Jenevieve
Climax Night,Yogee New Waves,19.742277,-0.89748865,Climax Night - Yogee New Waves
Metronome,Michita,-2.1381884,7.364151,Metronome - Michita
Vow,SALES,5.804532,5.5741096,Vow - SALES
Addiction,DJ Okawari,-3.7756643,6.52511,Addiction - DJ Okawari
Dreams,Bazzi,4.419874,-2.727508,Dreams - Bazzi
To the Moon,Knife Girl,-2.4216576,6.894333,To the Moon - Knife Girl
Sky So Blue,Hot Flash Heat Wave,0.004058284,-9.929448,Sky So Blue - Hot Flash Heat Wave
Sadboy,Naaz,4.0624523,-1.9629447,Sadboy - Naaz
Can't Take My Eyes off You,Frankie Valli,12.089107,-3.9634557,Can't Take My Eyes off You - Frankie Valli
Comment te dire adieu - Remasterisé en 2016,Françoise Hardy,-3.0137649,7.365887,Comment te dire adieu - Remasterisé en 2016 - Françoise Hardy
カタオモイ,Aimer,14.647293,1.4922447,カタオモイ - Aimer
レゾンデートル,Nightmare,10.454295,9.620903,レゾンデートル - Nightmare
Malibu,MADE IN HEPBURN,8.402989,16.03529,Malibu - MADE IN HEPBURN
Empty,Kevin Abstract,-9.974265,-1.4930158,Empty - Kevin Abstract
I AM SARA,CIKI,-5.432916,14.9458065,I AM SARA - CIKI
Going Down,FENNEC FENNEC,17.988234,10.539838,Going Down - FENNEC FENNEC
Come Down,Anderson .Paak,-2.46266,7.936165,Come Down - Anderson .Paak
Setsugou Shoutai,EVO+,11.921073,8.98171,Setsugou Shoutai - EVO+
This Is Why We're Breaking Up,OOHYO,4.3941984,17.817259,This Is Why We're Breaking Up - OOHYO
Despacito,Luis Fonsi,4.6384387,-0.7159206,Despacito - Luis Fonsi
Snake Eater,Cynthia Harrell,-2.4850743,5.6277995,Snake Eater - Cynthia Harrell
Grind & Pray/Get Ya Money,August Alsina,-3.693888,-1.326255,Grind & Pray/Get Ya Money - August Alsina
Love Mode,Kasey Andre,-3.1787918,7.799743,Love Mode - Kasey Andre
Money In The Grave (Drake ft. Rick Ross),Drake,-10.098252,13.227493,Money In The Grave (Drake ft. Rick Ross) - Drake
Yes I'm the Man You're Looking For,Oslo Ibrahim,5.759268,5.1158967,Yes I'm the Man You're Looking For - Oslo Ibrahim
Heavy Wave,Motorama,9.204188,-7.5315256,Heavy Wave - Motorama
Sunshine,Hoody,6.650856,11.7166815,Sunshine - Hoody
Jesus lived in a motel room,HYUKOH,-1.233743,16.743782,Jesus lived in a motel room - HYUKOH
Where are you,We Are The Night,4.692106,18.309364,Where are you - We Are The Night
again,YUI,20.852749,3.9265919,again - YUI
Marigolds,Early Eyes,6.4453382,4.224089,Marigolds - Early Eyes
metro.,Sentimental boys,11.71994,9.76576,metro. - Sentimental boys
"Hold On, We're Going Home",Drake,-10.168471,12.708836,"Hold On, We're Going Home - Drake"
美しい火,THE NOVEMBERS,15.304234,-3.8380156,美しい火 - THE NOVEMBERS
Dream My Dreams,Feanna Wong,2.0638802,9.780131,Dream My Dreams - Feanna Wong
ジェリーフィッシュ (feat. ローラーガール),Yunomi,10.781438,10.070954,ジェリーフィッシュ (feat. ローラーガール) - Yunomi
operate,Jay Squared,-12.717993,5.052792,operate - Jay Squared
"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,-10.459502,-1.3722699,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean) - A$AP Mob"
緑の少女,indigo la End,12.074328,-6.30673,緑の少女 - indigo la End
Crystal Dolphin,Engelwood,11.284286,10.377293,Crystal Dolphin - Engelwood
Indie Friends,Rocco Bunko,-3.941132,5.9906907,Indie Friends - Rocco Bunko
Forget Me Not ◐,HONNE,4.1617055,-2.0177345,Forget Me Not ◐ - HONNE
Pull Up (feat. Joey Bada$$ & A$AP Ferg),Powers Pleasant,4.755606,13.148842,Pull Up (feat. Joey Bada$$ & A$AP Ferg) - Powers Pleasant
Have You Ever,mindfreakkk,-2.3114598,6.301194,Have You Ever - mindfreakkk
Miss Parallel World (Live),Soutaiseiriron,12.081449,-6.314508,Miss Parallel World (Live) - Soutaiseiriron
Edge of the World,Emmanuel Franco,-3.1856353,5.883144,Edge of the World - Emmanuel Franco
crash,EDEN,-0.04952722,-10.289625,crash - EDEN
John Wayne,Cigarettes After Sex,-2.6994443,-5.0340266,John Wayne - Cigarettes After Sex
Zurich,Kid Gloves,-3.598285,6.786519,Zurich - Kid Gloves
喫茶aori,Shin Rizumu,17.517683,9.763216,喫茶aori - Shin Rizumu
Plug Walk,Rich The Kid,-10.145827,12.649915,Plug Walk - Rich The Kid
Eternally 12,Melanie Faye,-3.071027,7.0020194,Eternally 12 - Melanie Faye
Chantaje (feat. Maluma),Shakira,5.7421117,-1.982197,Chantaje (feat. Maluma) - Shakira
Let's Fall in Love for the Night (1964),FINNEAS,-3.2365086,-5.7886887,Let's Fall in Love for the Night (1964) - FINNEAS
夜風,Lamp,10.546742,12.825201,夜風 - Lamp
Precious Possession,Anna Wise,-10.639718,7.334006,Precious Possession - Anna Wise
Space Cadet,The Technicolors,8.550135,-14.191722,Space Cadet - The Technicolors
Sukiyaki,Kyu Sakamoto,11.345019,11.097159,Sukiyaki - Kyu Sakamoto
Don't Forget,Luna Luna,6.7681108,4.8234906,Don't Forget - Luna Luna
who do you love,MICO,-1.5587147,6.005068,who do you love - MICO
CBU,Hans.,-3.9886134,5.8399954,CBU - Hans.
"Promises, Promises - US Single Version / 2018 Remaster",Naked Eyes,5.272252,-1.0064783,"Promises, Promises - US Single Version / 2018 Remaster - Naked Eyes"
Psychic Gibbon,Younger Brother,-2.048693,5.231684,Psychic Gibbon - Younger Brother
HANGANG,Hoody,6.6516085,11.714886,HANGANG - Hoody
Stoked,Weston Estate,-9.582137,-6.7206755,Stoked - Weston Estate
Purple Night (feat. Suran),Yankie,-1.5803261,13.946717,Purple Night (feat. Suran) - Yankie
Perfect Sweet Blue,Jakob,6.3546777,-9.055655,Perfect Sweet Blue - Jakob
8/31,ヨルシカ,17.426933,10.038075,8/31 - ヨルシカ
Another Sunny Day,Belle and Sebastian,14.060729,-13.012499,Another Sunny Day - Belle and Sebastian
Scrape,$uicideboy$,-10.041998,-1.9749242,Scrape - $uicideboy$
Sono Dress Chotto Matta,back number,21.47946,3.755267,Sono Dress Chotto Matta - back number
哪裡只得我共你,Dear Jane,2.3086882,9.205737,哪裡只得我共你 - Dear Jane
Better Dead Than A Damsel,Charlie Lim,3.92314,-1.9197721,Better Dead Than A Damsel - Charlie Lim
Dunk Shot,Land of Peace,6.3380055,-10.190852,Dunk Shot - Land of Peace
The Bottom Shelf,Daniel Boxx,-3.176507,7.682573,The Bottom Shelf - Daniel Boxx
7 rings,Ariana Grande,3.9361255,-3.760627,7 rings - Ariana Grande
black swan theory,江沼郁弥,11.386285,10.778838,black swan theory - 江沼郁弥
Stars in the Night,JERHELL,-12.465453,5.1298027,Stars in the Night - JERHELL
Junior Sweet(Chara),All That Jazz,14.872934,1.3960934,Junior Sweet(Chara) - All That Jazz
021,Emir Hermono,4.363712,12.663051,021 - Emir Hermono
都市青春戀曲,Fragile Girls,-2.6167402,-4.616392,都市青春戀曲 - Fragile Girls
フレミング,POLKADOT STINGRAY,10.364204,-0.64990085,フレミング - POLKADOT STINGRAY
Lainey Lainey,Ragamuffs,-3.4031367,7.175791,Lainey Lainey - Ragamuffs
Ghost Leg,BIGMAMA,11.062429,8.17649,Ghost Leg - BIGMAMA
Travelers,COOL JOKE,21.080465,4.306548,Travelers - COOL JOKE
Evening/Morning,Bombay Bicycle Club,8.550608,-14.1918955,Evening/Morning - Bombay Bicycle Club
21時のクラゲと月,Esno,9.597327,9.733905,21時のクラゲと月 - Esno
Cyber Stockholm Syndrome,Rina Sawayama,3.9802177,-3.0053947,Cyber Stockholm Syndrome - Rina Sawayama
U Mad,VIC MENSA,-10.434093,12.884435,U Mad - VIC MENSA
For Amanda Parker (feat. Contour),Matt Monday,-3.470086,5.4694557,For Amanda Parker (feat. Contour) - Matt Monday
U Got That,Halogen,-14.108747,5.540241,U Got That - Halogen
Karma,Dareharu,-5.4577847,14.825094,Karma - Dareharu
Tiny Little Adiantum,Valtari,12.569057,8.798049,Tiny Little Adiantum - Valtari
Crystalised,The xx,-3.5557554,-5.2962074,Crystalised - The xx
Right Now,The Undercover Dream Lovers,-2.501052,7.871893,Right Now - The Undercover Dream Lovers
Congratulations,Post Malone,-14.078983,5.5990024,Congratulations - Post Malone
So Beautiful,DPR IAN,-13.275349,6.4665465,So Beautiful - DPR IAN
When We Disco (Duet with SUNMI),J.Y. Park,5.117976,-0.84354895,When We Disco (Duet with SUNMI) - J.Y. Park
Mine,Bazzi,4.959876,-0.7603661,Mine - Bazzi
My Ordinary Life,The Living Tombstone,-1.6443062,7.5610123,My Ordinary Life - The Living Tombstone
Sarah,"Car, the garden",3.6061037,-4.5299935,"Sarah - Car, the garden"
Hanabi,Sunny Day Service,17.01336,-3.2791996,Hanabi - Sunny Day Service
Macintosh Plus 2k17,Yung Frown,-12.920259,6.0793533,Macintosh Plus 2k17 - Yung Frown
I'm sorry (feat. shiloh),Swell,-3.2463458,7.889754,I'm sorry (feat. shiloh) - Swell
Nobody Knows,Someone,5.8086133,-2.074023,Nobody Knows - Someone
NE(W)ROTIC WORLD,LAST ALLIANCE,11.591763,8.794756,NE(W)ROTIC WORLD - LAST ALLIANCE
Missed Connections,Jackie Hayes,-2.9592307,-4.9268765,Missed Connections - Jackie Hayes
melt bitter,satomoka,18.435331,10.325538,melt bitter - satomoka
Leave,Post Malone,-13.732,5.7709746,Leave - Post Malone
You Made Me,Dev09,-3.6218462,6.977069,You Made Me - Dev09
Tiny Little Adiantum - Omae wa Mou,Rainych,17.527391,9.869686,Tiny Little Adiantum - Omae wa Mou - Rainych
Flavour - feat. Stormzy,Loski,4.4113293,12.69821,Flavour - feat. Stormzy - Loski
Kalmia Kid,chloe moriondo,-2.98389,-4.969476,Kalmia Kid - chloe moriondo
我在陽台上看你,Kay Tse,1.9845506,10.336458,我在陽台上看你 - Kay Tse
South Side,Triathalon,6.494942,-9.718264,South Side - Triathalon
Dancing,bLAck pARty,5.7220235,5.479643,Dancing - bLAck pARty
Glimpse of Us,Joji,3.5635533,-4.3183827,Glimpse of Us - Joji
몽경요곡 (夢境拗哭) Weep In A Dream,Jellyboy,4.7648506,18.313086,몽경요곡 (夢境拗哭) Weep In A Dream - Jellyboy
わがまま,evening cinema,19.008562,9.407534,わがまま - evening cinema
No One Knows,Queens of the Stone Age,11.660116,-9.208926,No One Knows - Queens of the Stone Age
Velocity,Sweet Trip,4.509428,-2.9760807,Velocity - Sweet Trip
消えていくよ,KEYTALK,16.847166,-4.112878,消えていくよ - KEYTALK
Swim,AUGUST 08,4.615054,-1.1195807,Swim - AUGUST 08
One More Night,End of the World,-1.7075456,7.5177927,One More Night - End of the World
言って。,ヨルシカ,19.330233,9.913057,言って。 - ヨルシカ
instagram,DEAN,6.652534,11.714242,instagram - DEAN
I'm Not Ready,Yeek,5.201808,-1.2496504,I'm Not Ready - Yeek
Thunderbird,Fat Camp,6.2202473,4.500795,Thunderbird - Fat Camp
宣戦布告,"Kami-sama, I have noticed",15.308684,1.6128701,"宣戦布告 - Kami-sama, I have noticed"
Who's Got You Singing Again,PREP,-10.650211,7.3421774,Who's Got You Singing Again - PREP
Remedy,tiffi,-3.3948762,5.3453183,Remedy - tiffi
Feelings in Me,Luna Luna,6.282026,5.4537735,Feelings in Me - Luna Luna
Mature Opinion - Illuminus Remix,Kenichiro Nishihara,-2.693536,7.634625,Mature Opinion - Illuminus Remix - Kenichiro Nishihara
